,Exercise,URL,Main Muscle Group,Type,Equipment,Picture_A,Picture_B
621,Dumbbell Press on Stability Ball,https://www.jefit.com/exercises/622/Dumbbell-Press-on-Stability-Ball,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2488.jpg,https://www.jefit.com/images/exercises/1080_664/2489.jpg
622,Dumbbell Pronated One-Arm Wrist Curl,https://www.jefit.com/exercises/381/Dumbbell-Pronated-One-Arm-Wrist-Curl,Forearm,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1524.jpg,https://www.jefit.com/images/exercises/1080_664/1525.jpg
623,Dumbbell Prone Deltoid Raise,https://www.jefit.com/exercises/427/Dumbbell-Prone-Deltoid-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/136.jpg,https://www.jefit.com/images/exercises/1080_664/137.jpg
624,Dumbbell Prone Incline Bicep Curl,https://www.jefit.com/exercises/266/Dumbbell-Prone-Incline-Bicep-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1064.jpg,https://www.jefit.com/images/exercises/1080_664/1065.jpg
625,Dumbbell Prone Incline Hammer Curl,https://www.jefit.com/exercises/1020/Dumbbell-Prone-Incline-Hammer-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4080.jpg,https://www.jefit.com/images/exercises/1080_664/4081.jpg
626,Dumbbell Prone Incline Shrug,https://www.jefit.com/exercises/356/Dumbbell-Prone-Incline-Shrug,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1424.jpg,https://www.jefit.com/images/exercises/1080_664/1425.jpg
627,Dumbbell Prone Lateral Raise,https://www.jefit.com/exercises/34/Dumbbell-Prone-Lateral-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/136.jpg,https://www.jefit.com/images/exercises/1080_664/137.jpg
628,Dumbbell Prone Reverse Fly,https://www.jefit.com/exercises/1132/Dumbbell-Prone-Reverse-Fly,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4528.jpg,https://www.jefit.com/images/exercises/1080_664/4529.jpg
629,Dumbbell Pullover,https://www.jefit.com/exercises/371/Dumbbell-Pullover,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1484.jpg,https://www.jefit.com/images/exercises/1080_664/1485.jpg
630,Dumbbell Pullover,https://www.jefit.com/exercises/375/Dumbbell-Pullover,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1500.jpg,https://www.jefit.com/images/exercises/1080_664/1501.jpg
631,Dumbbell Pullover on Stability Ball,https://www.jefit.com/exercises/756/Dumbbell-Pullover-on-Stability-Ball,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2608.jpg,https://www.jefit.com/images/exercises/1080_664/2609.jpg
632,Dumbbell Pullover on Stability Ball,https://www.jefit.com/exercises/639/Dumbbell-Pullover-on-Stability-Ball,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2556.jpg,https://www.jefit.com/images/exercises/1080_664/2557.jpg
633,Dumbbell Pullover on Stability Ball,https://www.jefit.com/exercises/652/Dumbbell-Pullover-on-Stability-Ball,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2608.jpg,https://www.jefit.com/images/exercises/1080_664/2609.jpg
634,Dumbbell Raise,https://www.jefit.com/exercises/37/Dumbbell-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/148.jpg,https://www.jefit.com/images/exercises/1080_664/149.jpg
635,Dumbbell Rear Delt Row,https://www.jefit.com/exercises/1330/Dumbbell-Rear-Delt-Row,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/5320.jpg,https://www.jefit.com/images/exercises/1080_664/5321.jpg
636,Dumbbell Rear Deltoid Row,https://www.jefit.com/exercises/38/Dumbbell-Rear-Deltoid-Row,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/152.jpg,https://www.jefit.com/images/exercises/1080_664/153.jpg
637,Dumbbell Rear Lunge,https://www.jefit.com/exercises/473/Dumbbell-Rear-Lunge,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1892.jpg,https://www.jefit.com/images/exercises/1080_664/1893.jpg
638,Dumbbell Rear Row on Stability Ball,https://www.jefit.com/exercises/761/Dumbbell-Rear-Row-on-Stability-Ball,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3044.jpg,https://www.jefit.com/images/exercises/1080_664/3045.jpg
639,Dumbbell Reverse Bench Press,https://www.jefit.com/exercises/1066/Dumbbell-Reverse-Bench-Press,Chest,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4264.jpg,https://www.jefit.com/images/exercises/1080_664/4265.jpg
640,Dumbbell Reverse Bicep Curl ,https://www.jefit.com/exercises/285/Dumbbell-Reverse-Bicep-Curl-,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1140.jpg,https://www.jefit.com/images/exercises/1080_664/1141.jpg
641,Dumbbell Reverse Concentration Curl,https://www.jefit.com/exercises/1085/Dumbbell-Reverse-Concentration-Curl,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4340.jpg,https://www.jefit.com/images/exercises/1080_664/4341.jpg
642,Dumbbell Reverse Fly,https://www.jefit.com/exercises/441/Dumbbell-Reverse-Fly,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1764.jpg,https://www.jefit.com/images/exercises/1080_664/1765.jpg
643,Dumbbell Reverse Fly with External Rotation,https://www.jefit.com/exercises/442/Dumbbell-Reverse-Fly-with-External-Rotation,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1768.jpg,https://www.jefit.com/images/exercises/1080_664/1769.jpg
644,Dumbbell Reverse Grip Incline Row,https://www.jefit.com/exercises/1045/Dumbbell-Reverse-Grip-Incline-Row,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4180.jpg,https://www.jefit.com/images/exercises/1080_664/4181.jpg
645,Dumbbell Reverse Grip One-Arm Row,https://www.jefit.com/exercises/1046/Dumbbell-Reverse-Grip-One-Arm-Row,Back,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4184.jpg,https://www.jefit.com/images/exercises/1080_664/4185.jpg
646,Dumbbell Reverse Grip One-Arm Tricep Extension,https://www.jefit.com/exercises/1184/Dumbbell-Reverse-Grip-One-Arm-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4736.jpg,https://www.jefit.com/images/exercises/1080_664/4737.jpg
647,Dumbbell Reverse Grip Shoulder Press,https://www.jefit.com/exercises/764/Dumbbell-Reverse-Grip-Shoulder-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3056.jpg,https://www.jefit.com/images/exercises/1080_664/3057.jpg
648,Dumbbell Reverse Preacher Curl,https://www.jefit.com/exercises/1073/Dumbbell-Reverse-Preacher-Curl,Forearm,Strength,Machine - Strength,https://www.jefit.com/images/exercises/1080_664/4292.jpg,https://www.jefit.com/images/exercises/1080_664/4293.jpg
649,Dumbbell Reverse Spider Curl,https://www.jefit.com/exercises/1325/Dumbbell-Reverse-Spider-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/5300.jpg,https://www.jefit.com/images/exercises/1080_664/5301.jpg
650,Dumbbell Reverse Wrist Curl,https://www.jefit.com/exercises/1093/Dumbbell-Reverse-Wrist-Curl,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4372.jpg,https://www.jefit.com/images/exercises/1080_664/4373.jpg
651,Dumbbell Reverse Wrist Curl ,https://www.jefit.com/exercises/1087/Dumbbell-Reverse-Wrist-Curl-,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/492.jpg,https://www.jefit.com/images/exercises/1080_664/493.jpg
652,Dumbbell Rotational Bench Press,https://www.jefit.com/exercises/1191/Dumbbell-Rotational-Bench-Press,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4764.jpg,https://www.jefit.com/images/exercises/1080_664/4765.jpg
653,Dumbbell Rotational Curl,https://www.jefit.com/exercises/1033/Dumbbell-Rotational-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4132.jpg,https://www.jefit.com/images/exercises/1080_664/4133.jpg
654,Dumbbell Rotational Decline Sit-Up,https://www.jefit.com/exercises/998/Dumbbell-Rotational-Decline-Sit-Up,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3992.jpg,https://www.jefit.com/images/exercises/1080_664/3993.jpg
655,Dumbbell Rotational Row,https://www.jefit.com/exercises/1042/Dumbbell-Rotational-Row,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4168.jpg,https://www.jefit.com/images/exercises/1080_664/4169.jpg
656,Dumbbell Seated Alternating Arnold Press,https://www.jefit.com/exercises/1120/Dumbbell-Seated-Alternating-Arnold-Press,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4480.jpg,https://www.jefit.com/images/exercises/1080_664/4481.jpg
657,Dumbbell Seated Alternating Front Raise,https://www.jefit.com/exercises/1144/Dumbbell-Seated-Alternating-Front-Raise,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4576.jpg,https://www.jefit.com/images/exercises/1080_664/4577.jpg
658,Dumbbell Seated Alternating Hammer Curl,https://www.jefit.com/exercises/1011/Dumbbell-Seated-Alternating-Hammer-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4044.jpg,https://www.jefit.com/images/exercises/1080_664/4045.jpg
659,Dumbbell Seated Alternating Reverse Fly,https://www.jefit.com/exercises/1145/Dumbbell-Seated-Alternating-Reverse-Fly,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4580.jpg,https://www.jefit.com/images/exercises/1080_664/4581.jpg
660,Dumbbell Seated Alternating Shoulder Press,https://www.jefit.com/exercises/1111/Dumbbell-Seated-Alternating-Shoulder-Press,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4444.jpg,https://www.jefit.com/images/exercises/1080_664/4445.jpg
661,Dumbbell Seated Arnold Press,https://www.jefit.com/exercises/25/Dumbbell-Seated-Arnold-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/100.jpg,https://www.jefit.com/images/exercises/1080_664/101.jpg
662,Dumbbell Seated Bent-Over One-Arm Reverse Fly,https://www.jefit.com/exercises/1332/Dumbbell-Seated-Bent-Over-One-Arm-Reverse-Fly,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/5328.jpg,https://www.jefit.com/images/exercises/1080_664/5329.jpg
663,Dumbbell Seated Bent-Over One-Arm Triceps Extension,https://www.jefit.com/exercises/148/Dumbbell-Seated-Bent-Over-One-Arm-Triceps-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/592.jpg,https://www.jefit.com/images/exercises/1080_664/593.jpg
664,Dumbbell Seated Bent-Over Reverse Fly,https://www.jefit.com/exercises/1107/Dumbbell-Seated-Bent-Over-Reverse-Fly,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4428.jpg,https://www.jefit.com/images/exercises/1080_664/4429.jpg
665,Dumbbell Seated Bent-Over Tricep Extension,https://www.jefit.com/exercises/461/Dumbbell-Seated-Bent-Over-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1844.jpg,https://www.jefit.com/images/exercises/1080_664/1845.jpg
666,Dumbbell Seated Bicep Curl,https://www.jefit.com/exercises/267/Dumbbell-Seated-Bicep-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1068.jpg,https://www.jefit.com/images/exercises/1080_664/1069.jpg
667,Dumbbell Seated Calf Raise,https://www.jefit.com/exercises/1241/Dumbbell-Seated-Calf-Raise,Lower Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4964.jpg,https://www.jefit.com/images/exercises/1080_664/4965.jpg
668,Dumbbell Seated Curl,https://www.jefit.com/exercises/101/Dumbbell-Seated-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/404.jpg,https://www.jefit.com/images/exercises/1080_664/405.jpg
669,Dumbbell Seated Dublin Press,https://www.jefit.com/exercises/1155/Dumbbell-Seated-Dublin-Press,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4620.jpg,https://www.jefit.com/images/exercises/1080_664/4621.jpg
670,Dumbbell Seated Front Raise,https://www.jefit.com/exercises/1140/Dumbbell-Seated-Front-Raise,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4560.jpg,https://www.jefit.com/images/exercises/1080_664/4561.jpg
671,Dumbbell Seated Hammer Curl,https://www.jefit.com/exercises/1029/Dumbbell-Seated-Hammer-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4116.jpg,https://www.jefit.com/images/exercises/1080_664/4117.jpg
672,Dumbbell Seated Neutral Wrist Curl,https://www.jefit.com/exercises/1091/Dumbbell-Seated-Neutral-Wrist-Curl,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4364.jpg,https://www.jefit.com/images/exercises/1080_664/4365.jpg
673,Dumbbell Seated One-Arm Arnold Press,https://www.jefit.com/exercises/1123/Dumbbell-Seated-One-Arm-Arnold-Press,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4492.jpg,https://www.jefit.com/images/exercises/1080_664/4493.jpg
674,Dumbbell Seated One-Arm Front Raise,https://www.jefit.com/exercises/1148/Dumbbell-Seated-One-Arm-Front-Raise,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4592.jpg,https://www.jefit.com/images/exercises/1080_664/4593.jpg
675,Dumbbell Seated One-Arm Lateral Raise,https://www.jefit.com/exercises/1136/Dumbbell-Seated-One-Arm-Lateral-Raise,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4544.jpg,https://www.jefit.com/images/exercises/1080_664/4545.jpg
676,Dumbbell Seated One-Arm Shoulder Press,https://www.jefit.com/exercises/766/Dumbbell-Seated-One-Arm-Shoulder-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3064.jpg,https://www.jefit.com/images/exercises/1080_664/3065.jpg
677,Dumbbell Seated One-Arm Supported Tricep Extension,https://www.jefit.com/exercises/887/Dumbbell-Seated-One-Arm-Supported-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3548.jpg,https://www.jefit.com/images/exercises/1080_664/3549.jpg
678,Dumbbell Seated One-Arm Tricep Extension,https://www.jefit.com/exercises/230/Dumbbell-Seated-One-Arm-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/920.jpg,https://www.jefit.com/images/exercises/1080_664/921.jpg
679,Dumbbell Seated One-Arm Wrist Curl,https://www.jefit.com/exercises/1082/Dumbbell-Seated-One-Arm-Wrist-Curl,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4328.jpg,https://www.jefit.com/images/exercises/1080_664/4329.jpg
680,Dumbbell Seated Palms Down Wrist Curl,https://www.jefit.com/exercises/121/Dumbbell-Seated-Palms-Down-Wrist-Curl,Forearm,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/484.jpg,https://www.jefit.com/images/exercises/1080_664/485.jpg
681,Dumbbell Seated Palms In Press,https://www.jefit.com/exercises/1147/Dumbbell-Seated-Palms-In-Press,Shoulders,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4588.jpg,https://www.jefit.com/images/exercises/1080_664/4589.jpg
682,Dumbbell Seated Shoulder Press,https://www.jefit.com/exercises/48/Dumbbell-Seated-Shoulder-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/192.jpg,https://www.jefit.com/images/exercises/1080_664/193.jpg
683,Dumbbell Seated Side Bend,https://www.jefit.com/exercises/993/Dumbbell-Seated-Side-Bend,Abs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/3972.jpg,https://www.jefit.com/images/exercises/1080_664/3973.jpg
684,Dumbbell Seated Side Lateral Raise,https://www.jefit.com/exercises/146/Dumbbell-Seated-Side-Lateral-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/584.jpg,https://www.jefit.com/images/exercises/1080_664/585.jpg
685,Dumbbell Seated Single-Leg Calf Raise,https://www.jefit.com/exercises/299/Dumbbell-Seated-Single-Leg-Calf-Raise,Lower Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1196.jpg,https://www.jefit.com/images/exercises/1080_664/1197.jpg
686,Dumbbell Seated Triceps Press,https://www.jefit.com/exercises/158/Dumbbell-Seated-Triceps-Press,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/632.jpg,https://www.jefit.com/images/exercises/1080_664/633.jpg
687,Dumbbell Seated Wrist Curl,https://www.jefit.com/exercises/1320/Dumbbell-Seated-Wrist-Curl,Forearm,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/5280.jpg,https://www.jefit.com/images/exercises/1080_664/5281.jpg
688,Dumbbell See Saw Press,https://www.jefit.com/exercises/444/Dumbbell-See-Saw-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1776.jpg,https://www.jefit.com/images/exercises/1080_664/1777.jpg
689,Dumbbell Shoulder Abduction,https://www.jefit.com/exercises/877/Dumbbell-Shoulder-Abduction,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3508.jpg,https://www.jefit.com/images/exercises/1080_664/3509.jpg
690,Dumbbell Shoulder Press,https://www.jefit.com/exercises/884/Dumbbell-Shoulder-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3536.jpg,https://www.jefit.com/images/exercises/1080_664/3537.jpg
691,Dumbbell Shoulder Press on Stability Ball,https://www.jefit.com/exercises/659/Dumbbell-Shoulder-Press-on-Stability-Ball,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2636.jpg,https://www.jefit.com/images/exercises/1080_664/2637.jpg
692,Dumbbell Shoulder Press on Stability Ball,https://www.jefit.com/exercises/767/Dumbbell-Shoulder-Press-on-Stability-Ball,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2636.jpg,https://www.jefit.com/images/exercises/1080_664/2637.jpg
693,Dumbbell Shoulder Raise,https://www.jefit.com/exercises/881/Dumbbell-Shoulder-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3524.jpg,https://www.jefit.com/images/exercises/1080_664/3525.jpg
694,Dumbbell Shoulder Raise on Stability Ball,https://www.jefit.com/exercises/657/Dumbbell-Shoulder-Raise-on-Stability-Ball,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2628.jpg,https://www.jefit.com/images/exercises/1080_664/2629.jpg
695,Dumbbell Shoulder Raise on Stability Ball,https://www.jefit.com/exercises/658/Dumbbell-Shoulder-Raise-on-Stability-Ball,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2632.jpg,https://www.jefit.com/images/exercises/1080_664/2633.jpg
696,Dumbbell Shoulder Shrug,https://www.jefit.com/exercises/42/Dumbbell-Shoulder-Shrug,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/168.jpg,https://www.jefit.com/images/exercises/1080_664/169.jpg
697,Dumbbell Shrug on Stability Ball,https://www.jefit.com/exercises/773/Dumbbell-Shrug-on-Stability-Ball,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3092.jpg,https://www.jefit.com/images/exercises/1080_664/3093.jpg
698,Dumbbell Side Bend,https://www.jefit.com/exercises/304/Dumbbell-Side-Bend,Abs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1216.jpg,https://www.jefit.com/images/exercises/1080_664/1217.jpg
699,Dumbbell Side Bend,https://www.jefit.com/exercises/80/Dumbbell-Side-Bend,Abs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/320.jpg,https://www.jefit.com/images/exercises/1080_664/321.jpg
700,Dumbbell Side Lying Lateral Raise,https://www.jefit.com/exercises/426/Dumbbell-Side-Lying-Lateral-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1704.jpg,https://www.jefit.com/images/exercises/1080_664/1705.jpg
701,Dumbbell Single Leg Calf Raise,https://www.jefit.com/exercises/1238/Dumbbell-Single-Leg-Calf-Raise,Lower Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4952.jpg,https://www.jefit.com/images/exercises/1080_664/4953.jpg
702,Dumbbell Single-Leg Bench Squat,https://www.jefit.com/exercises/1208/Dumbbell-Single-Leg-Bench-Squat,Upper Legs,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4832.jpg,https://www.jefit.com/images/exercises/1080_664/4833.jpg
703,Dumbbell Single-Leg Cobra,https://www.jefit.com/exercises/694/Dumbbell-Single-Leg-Cobra,Abs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2776.jpg,https://www.jefit.com/images/exercises/1080_664/2777.jpg
704,Dumbbell Single-Leg Fly on Stability Ball,https://www.jefit.com/exercises/619/Dumbbell-Single-Leg-Fly-on-Stability-Ball,Chest,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/2476.jpg,https://www.jefit.com/images/exercises/1080_664/2477.jpg
705,Dumbbell Single-Leg Squat,https://www.jefit.com/exercises/1212/Dumbbell-Single-Leg-Squat,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4848.jpg,https://www.jefit.com/images/exercises/1080_664/4849.jpg
706,Dumbbell Spider Curl,https://www.jefit.com/exercises/1315/Dumbbell-Spider-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/5260.jpg,https://www.jefit.com/images/exercises/1080_664/5261.jpg
707,Dumbbell Split Jump,https://www.jefit.com/exercises/1226/Dumbbell-Split-Jump,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4904.jpg,https://www.jefit.com/images/exercises/1080_664/4905.jpg
708,Dumbbell Squat,https://www.jefit.com/exercises/131/Dumbbell-Squat,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/524.jpg,https://www.jefit.com/images/exercises/1080_664/525.jpg
709,Dumbbell Standing Alternating Lateral Raise,https://www.jefit.com/exercises/1321/Dumbbell-Standing-Alternating-Lateral-Raise,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3464.jpg,https://www.jefit.com/images/exercises/1080_664/3465.jpg
710,Dumbbell Standing Arnold Press,https://www.jefit.com/exercises/1122/Dumbbell-Standing-Arnold-Press,Shoulders,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4488.jpg,https://www.jefit.com/images/exercises/1080_664/4489.jpg
711,Dumbbell Standing Calf Raise,https://www.jefit.com/exercises/142/Dumbbell-Standing-Calf-Raise,Lower Legs,Strength,"Dumbbell, Weight Plate",https://www.jefit.com/images/exercises/1080_664/568.jpg,https://www.jefit.com/images/exercises/1080_664/569.jpg
712,Dumbbell Standing Reverse Curl,https://www.jefit.com/exercises/1098/Dumbbell-Standing-Reverse-Curl,Forearm,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/4392.jpg,https://www.jefit.com/images/exercises/1080_664/4393.jpg
713,Dumbbell Step-Up,https://www.jefit.com/exercises/134/Dumbbell-Step-Up,Upper Legs,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/536.jpg,https://www.jefit.com/images/exercises/1080_664/537.jpg
714,Dumbbell Stiff-Leg Deadlift,https://www.jefit.com/exercises/955/Dumbbell-Stiff-Leg-Deadlift,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3820.jpg,https://www.jefit.com/images/exercises/1080_664/3821.jpg
715,Dumbbell Stiff-Leg Deadlift,https://www.jefit.com/exercises/1196/Dumbbell-Stiff-Leg-Deadlift,Back,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3820.jpg,https://www.jefit.com/images/exercises/1080_664/3821.jpg
716,Dumbbell Stiff-Leg Deadlift on Bench,https://www.jefit.com/exercises/1197/Dumbbell-Stiff-Leg-Deadlift-on-Bench,Back,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4788.jpg,https://www.jefit.com/images/exercises/1080_664/4789.jpg
717,Dumbbell Supinated One-Arm Wrist Curl,https://www.jefit.com/exercises/382/Dumbbell-Supinated-One-Arm-Wrist-Curl,Forearm,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1528.jpg,https://www.jefit.com/images/exercises/1080_664/1529.jpg
718,Dumbbell Supine Bicep Curl,https://www.jefit.com/exercises/272/Dumbbell-Supine-Bicep-Curl,Biceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/1088.jpg,https://www.jefit.com/images/exercises/1080_664/1089.jpg
719,Dumbbell Supine Cross Tricep Extension,https://www.jefit.com/exercises/235/Dumbbell-Supine-Cross-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/940.jpg,https://www.jefit.com/images/exercises/1080_664/941.jpg
720,Dumbbell Supine Tricep Extension,https://www.jefit.com/exercises/236/Dumbbell-Supine-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/944.jpg,https://www.jefit.com/images/exercises/1080_664/945.jpg
721,Dumbbell Supine Tricep Extension,https://www.jefit.com/exercises/1178/Dumbbell-Supine-Tricep-Extension,Triceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4712.jpg,https://www.jefit.com/images/exercises/1080_664/4713.jpg
722,Dumbbell Supine Triceps Extension ,https://www.jefit.com/exercises/54/Dumbbell-Supine-Triceps-Extension-,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/216.jpg,https://www.jefit.com/images/exercises/1080_664/217.jpg
723,Dumbbell Supine Wide Curl,https://www.jefit.com/exercises/1019/Dumbbell-Supine-Wide-Curl,Biceps,Strength,Bench,https://www.jefit.com/images/exercises/1080_664/4076.jpg,https://www.jefit.com/images/exercises/1080_664/4077.jpg
724,Dumbbell Tate Press,https://www.jefit.com/exercises/242/Dumbbell-Tate-Press,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/968.jpg,https://www.jefit.com/images/exercises/1080_664/969.jpg
725,Dumbbell Tricep Extension,https://www.jefit.com/exercises/247/Dumbbell-Tricep-Extension,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/988.jpg,https://www.jefit.com/images/exercises/1080_664/989.jpg
726,Dumbbell Tricep Kickback,https://www.jefit.com/exercises/154/Dumbbell-Tricep-Kickback,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/616.jpg,https://www.jefit.com/images/exercises/1080_664/617.jpg
727,Dumbbell Tricep Kickback,https://www.jefit.com/exercises/777/Dumbbell-Tricep-Kickback,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3108.jpg,https://www.jefit.com/images/exercises/1080_664/3109.jpg
728,Dumbbell Tricep Kickback with Stork Stance,https://www.jefit.com/exercises/783/Dumbbell-Tricep-Kickback-with-Stork-Stance,Triceps,Strength,Dumbbell,https://www.jefit.com/images/exercises/1080_664/3132.jpg,https://www.jefit.com/images/exercises/1080_664/3133.jpg
